drugbank_id	drugbank_name	do_slim_id	do_slim_name	do_subsumed_id	do_subsumed_name	resource
DB00143	Glutathione	DOID:635	acquired immunodeficiency syndrome	DOID:635	acquired immunodeficiency syndrome	medi_lps
DB00146	Calcidiol	DOID:219	colon cancer	DOID:1520	colon carcinoma	medi_lps
DB00146	Calcidiol	DOID:219	colon cancer	DOID:219	colon cancer	medi_lps
DB00148	Creatine	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	medi_lps
DB00148	Creatine	DOID:2841	asthma	DOID:2841	asthma	medi_lps
DB00148	Creatine	DOID:332	amyotrophic lateral sclerosis	DOID:332	amyotrophic lateral sclerosis	medi_lps
DB00149	L-Leucine	DOID:9970	obesity	DOID:9970	obesity	medi_lps
DB00150	L-Tryptophan	DOID:1826	epilepsy syndrome	DOID:1826	epilepsy syndrome	medi_lps
DB00153	Ergocalciferol	DOID:10763	hypertension	DOID:10590	mild pre-eclampsia	medi_lps
DB00153	Ergocalciferol	DOID:10763	hypertension	DOID:10591	pre-eclampsia	medi_lps
DB00153	Ergocalciferol	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00153	Ergocalciferol	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00153	Ergocalciferol	DOID:11476	osteoporosis	DOID:11476	osteoporosis	ehrlink
DB00153	Ergocalciferol	DOID:11476	osteoporosis	DOID:11476	osteoporosis	medi_hps
DB00153	Ergocalciferol	DOID:14221	metabolic syndrome X	DOID:14221	metabolic syndrome X	ehrlink
DB00153	Ergocalciferol	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	medi_lps
DB00153	Ergocalciferol	DOID:7148	rheumatoid arthritis	DOID:676	juvenile rheumatoid arthritis	ehrlink
DB00153	Ergocalciferol	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	ehrlink
DB00155	L-Citrulline	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00158	Folic Acid	DOID:0050741	alcohol dependence	DOID:0050741	alcohol dependence	ehrlink
DB00158	Folic Acid	DOID:10283	prostate cancer	DOID:10283	prostate cancer	medi_lps
DB00158	Folic Acid	DOID:10608	celiac disease	DOID:10608	celiac disease	medi_lps
DB00158	Folic Acid	DOID:10763	hypertension	DOID:10590	mild pre-eclampsia	medi_lps
DB00158	Folic Acid	DOID:10763	hypertension	DOID:10591	pre-eclampsia	medi_lps
DB00158	Folic Acid	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00158	Folic Acid	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00158	Folic Acid	DOID:10871	age related macular degeneration	DOID:10871	age related macular degeneration	medi_lps
DB00158	Folic Acid	DOID:1324	lung cancer	DOID:1324	lung cancer	ehrlink
DB00158	Folic Acid	DOID:1612	breast cancer	DOID:1612	breast cancer	medi_lps
DB00158	Folic Acid	DOID:1826	epilepsy syndrome	DOID:1826	epilepsy syndrome	ehrlink
DB00158	Folic Acid	DOID:2355	anemia	DOID:13121	deficiency anemia	medi_hps
DB00158	Folic Acid	DOID:2355	anemia	DOID:13382	megaloblastic anemia	labeledin
DB00158	Folic Acid	DOID:2355	anemia	DOID:13382	megaloblastic anemia	medi_hps
DB00158	Folic Acid	DOID:2355	anemia	DOID:2355	anemia	ehrlink
DB00158	Folic Acid	DOID:2355	anemia	DOID:2355	anemia	labeledin
DB00158	Folic Acid	DOID:2355	anemia	DOID:2355	anemia	medi_hps
DB00158	Folic Acid	DOID:2355	anemia	DOID:2361	macrocytic anemia	medi_hps
DB00158	Folic Acid	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00158	Folic Acid	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00158	Folic Acid	DOID:418	systemic scleroderma	DOID:418	systemic scleroderma	ehrlink
DB00158	Folic Acid	DOID:7147	ankylosing spondylitis	DOID:7147	ankylosing spondylitis	ehrlink
DB00158	Folic Acid	DOID:7148	rheumatoid arthritis	DOID:676	juvenile rheumatoid arthritis	ehrlink
DB00158	Folic Acid	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	ehrlink
DB00158	Folic Acid	DOID:8577	ulcerative colitis	DOID:8577	ulcerative colitis	ehrlink
DB00158	Folic Acid	DOID:8778	Crohn's disease	DOID:8778	Crohn's disease	ehrlink
DB00158	Folic Acid	DOID:9074	systemic lupus erythematosus	DOID:9074	systemic lupus erythematosus	ehrlink
DB00159	Icosapent	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_lps
DB00159	Icosapent	DOID:3312	bipolar disorder	DOID:14042	bipolar I disorder	medi_lps
DB00159	Icosapent	DOID:3312	bipolar disorder	DOID:3312	bipolar disorder	medi_lps
DB00159	Icosapent	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	medi_lps
DB00159	Icosapent	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00159	Icosapent	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00159	Icosapent	DOID:8577	ulcerative colitis	DOID:8577	ulcerative colitis	medi_lps
DB00159	Icosapent	DOID:9352	type 2 diabetes mellitus	DOID:9352	type 2 diabetes mellitus	medi_lps
DB00160	L-Alanine	DOID:9352	type 2 diabetes mellitus	DOID:9352	type 2 diabetes mellitus	medi_lps
DB00162	Vitamin A	DOID:11476	osteoporosis	DOID:11476	osteoporosis	medi_lps
DB00162	Vitamin A	DOID:12365	malaria	DOID:12365	malaria	medi_lps
DB00162	Vitamin A	DOID:12365	malaria	DOID:14324	Plasmodium malariae malaria	medi_lps
DB00162	Vitamin A	DOID:219	colon cancer	DOID:1520	colon carcinoma	medi_lps
DB00162	Vitamin A	DOID:219	colon cancer	DOID:219	colon cancer	medi_lps
DB00162	Vitamin A	DOID:2841	asthma	DOID:2841	asthma	medi_lps
DB00162	Vitamin A	DOID:5041	esophageal cancer	DOID:5041	esophageal cancer	medi_lps
DB00162	Vitamin A	DOID:9835	refractive error	DOID:11830	myopia	medi_lps
DB00163	Vitamin E	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	predict
DB00163	Vitamin E	DOID:2355	anemia	DOID:583	hemolytic anemia	predict
DB00165	Pyridoxine	DOID:1826	epilepsy syndrome	DOID:1826	epilepsy syndrome	medi_lps
DB00165	Pyridoxine	DOID:2355	anemia	DOID:2355	anemia	medi_hps
DB00165	Pyridoxine	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00165	Pyridoxine	DOID:9744	type 1 diabetes mellitus	DOID:9744	type 1 diabetes mellitus	medi_lps
DB00169	Cholecalciferol	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00169	Cholecalciferol	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00169	Cholecalciferol	DOID:11476	osteoporosis	DOID:11476	osteoporosis	medi_hps
DB00169	Cholecalciferol	DOID:11476	osteoporosis	DOID:11476	osteoporosis	predict
DB00169	Cholecalciferol	DOID:219	colon cancer	DOID:1520	colon carcinoma	medi_lps
DB00169	Cholecalciferol	DOID:219	colon cancer	DOID:219	colon cancer	medi_lps
DB00169	Cholecalciferol	DOID:784	chronic kidney failure	DOID:784	chronic kidney failure	medi_hps
DB00169	Cholecalciferol	DOID:8577	ulcerative colitis	DOID:8577	ulcerative colitis	predict
DB00169	Cholecalciferol	DOID:8893	psoriasis	DOID:8893	psoriasis	medi_hps
DB00169	Cholecalciferol	DOID:9970	obesity	DOID:9970	obesity	medi_lps
DB00171	Adenosine triphosphate	DOID:9970	obesity	DOID:9970	obesity	medi_lps
DB00172	L-Proline	DOID:2531	hematologic cancer	DOID:8584	Burkitt lymphoma	medi_lps
DB00175	Pravastatin	DOID:10283	prostate cancer	DOID:10283	prostate cancer	ehrlink
DB00175	Pravastatin	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00175	Pravastatin	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00175	Pravastatin	DOID:1459	hypothyroidism	DOID:1459	hypothyroidism	medi_lps
DB00175	Pravastatin	DOID:1936	atherosclerosis	DOID:1936	atherosclerosis	medi_hps
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	ehrlink
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	labeledin
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	medi_lps
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	labeledin
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_hps
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:8805	intermediate coronary syndrome	medi_lps
DB00175	Pravastatin	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_hps
DB00175	Pravastatin	DOID:9970	obesity	DOID:9970	obesity	medi_lps
DB00176	Fluvoxamine	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_hps
DB00176	Fluvoxamine	DOID:3312	bipolar disorder	DOID:14042	bipolar I disorder	medi_lps
DB00176	Fluvoxamine	DOID:3312	bipolar disorder	DOID:3312	bipolar disorder	medi_lps
DB00176	Fluvoxamine	DOID:594	panic disorder	DOID:594	panic disorder	medi_hps
DB00176	Fluvoxamine	DOID:594	panic disorder	DOID:594	panic disorder	predict
DB00177	Valsartan	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	medi_lps
DB00177	Valsartan	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00177	Valsartan	DOID:10763	hypertension	DOID:10763	hypertension	ehrlink
DB00177	Valsartan	DOID:10763	hypertension	DOID:10763	hypertension	labeledin
DB00177	Valsartan	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00177	Valsartan	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00177	Valsartan	DOID:10763	hypertension	DOID:10825	essential hypertension	ehrlink
DB00177	Valsartan	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00177	Valsartan	DOID:10763	hypertension	DOID:10913	benign essential hypertension	ehrlink
DB00177	Valsartan	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	ehrlink
DB00177	Valsartan	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	labeledin
DB00177	Valsartan	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_hps
DB00177	Valsartan	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_hps
DB00177	Valsartan	DOID:9352	type 2 diabetes mellitus	DOID:9352	type 2 diabetes mellitus	medi_hps
DB00178	Ramipril	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00178	Ramipril	DOID:10763	hypertension	DOID:10763	hypertension	ehrlink
DB00178	Ramipril	DOID:10763	hypertension	DOID:10763	hypertension	labeledin
DB00178	Ramipril	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00178	Ramipril	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00178	Ramipril	DOID:10763	hypertension	DOID:10825	essential hypertension	ehrlink
DB00178	Ramipril	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00178	Ramipril	DOID:10763	hypertension	DOID:10913	benign essential hypertension	ehrlink
DB00178	Ramipril	DOID:10763	hypertension	DOID:1591	renovascular hypertension	medi_lps
DB00178	Ramipril	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	ehrlink
DB00178	Ramipril	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	labeledin
DB00178	Ramipril	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_hps
DB00178	Ramipril	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_hps
DB00178	Ramipril	DOID:9352	type 2 diabetes mellitus	DOID:9352	type 2 diabetes mellitus	ehrlink
DB00178	Ramipril	DOID:9744	type 1 diabetes mellitus	DOID:9744	type 1 diabetes mellitus	ehrlink
DB00179	Masoprocol	DOID:10283	prostate cancer	DOID:10283	prostate cancer	medi_lps
DB00180	Flunisolide	DOID:2841	asthma	DOID:2841	asthma	medi_hps
DB00180	Flunisolide	DOID:2841	asthma	DOID:2841	asthma	predict
DB00180	Flunisolide	DOID:4481	allergic rhinitis	DOID:4481	allergic rhinitis	ehrlink
DB00181	Baclofen	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	predict
DB00182	Amphetamine	DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	medi_lps
DB00182	Amphetamine	DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	predict
DB00182	Amphetamine	DOID:8986	narcolepsy	DOID:8986	narcolepsy	labeledin
DB00182	Amphetamine	DOID:8986	narcolepsy	DOID:8986	narcolepsy	medi_hps
DB00184	Nicotine	DOID:0050742	nicotine dependence	DOID:0050742	nicotine dependence	ehrlink
DB00184	Nicotine	DOID:1826	epilepsy syndrome	DOID:1826	epilepsy syndrome	medi_lps
DB00184	Nicotine	DOID:3083	chronic obstructive pulmonary disease	DOID:3083	chronic obstructive pulmonary disease	ehrlink
DB00184	Nicotine	DOID:8577	ulcerative colitis	DOID:8577	ulcerative colitis	medi_hps
DB00186	Lorazepam	DOID:594	panic disorder	DOID:594	panic disorder	predict
DB00187	Esmolol	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00187	Esmolol	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00188	Bortezomib	DOID:2531	hematologic cancer	DOID:0060058	lymphoma	medi_lps
DB00188	Bortezomib	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	labeledin
DB00188	Bortezomib	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	medi_hps
DB00188	Bortezomib	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	predict
DB00190	Carbidopa	DOID:0050425	restless legs syndrome	DOID:0050425	restless legs syndrome	predict
DB00190	Carbidopa	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	predict
DB00190	Carbidopa	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	ehrlink
DB00190	Carbidopa	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	medi_hps
DB00190	Carbidopa	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	predict
DB00190	Carbidopa	DOID:2531	hematologic cancer	DOID:8584	Burkitt lymphoma	medi_lps
DB00190	Carbidopa	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	medi_lps
DB00190	Carbidopa	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00190	Carbidopa	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00190	Carbidopa	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00191	Phentermine	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00191	Phentermine	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00191	Phentermine	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	medi_lps
DB00191	Phentermine	DOID:9970	obesity	DOID:9970	obesity	medi_hps
DB00191	Phentermine	DOID:9970	obesity	DOID:9970	obesity	predict
DB00193	Tramadol	DOID:0050425	restless legs syndrome	DOID:0050425	restless legs syndrome	predict
DB00194	Vidarabine	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00194	Vidarabine	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00195	Betaxolol	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00195	Betaxolol	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00195	Betaxolol	DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	predict
DB00196	Fluconazole	DOID:635	acquired immunodeficiency syndrome	DOID:635	acquired immunodeficiency syndrome	labeledin
DB00198	Oseltamivir	DOID:1826	epilepsy syndrome	DOID:2481	infantile epileptic encephalopathy	medi_lps
DB00200	Hydroxocobalamin	DOID:2531	hematologic cancer	DOID:8584	Burkitt lymphoma	medi_lps
DB00200	Hydroxocobalamin	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	medi_lps
DB00200	Hydroxocobalamin	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00200	Hydroxocobalamin	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00200	Hydroxocobalamin	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00201	Caffeine	DOID:1024	leprosy	DOID:1024	leprosy	medi_lps
DB00201	Caffeine	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	medi_lps
DB00201	Caffeine	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00201	Caffeine	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00201	Caffeine	DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	medi_lps
DB00201	Caffeine	DOID:13189	gout	DOID:13189	gout	medi_lps
DB00201	Caffeine	DOID:13378	Kawasaki disease	DOID:13378	Kawasaki disease	medi_lps
DB00201	Caffeine	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	medi_lps
DB00201	Caffeine	DOID:1686	glaucoma	DOID:1686	glaucoma	medi_lps
DB00201	Caffeine	DOID:1686	glaucoma	DOID:9283	borderline glaucoma	medi_lps
DB00201	Caffeine	DOID:1826	epilepsy syndrome	DOID:2481	infantile epileptic encephalopathy	medi_lps
DB00201	Caffeine	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00201	Caffeine	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00201	Caffeine	DOID:363	uterine cancer	DOID:2871	endometrial carcinoma	medi_lps
DB00201	Caffeine	DOID:6364	migraine	DOID:12783	migraine without aura	predict
DB00201	Caffeine	DOID:6364	migraine	DOID:6364	migraine	medi_hps
DB00201	Caffeine	DOID:6364	migraine	DOID:6364	migraine	predict
DB00201	Caffeine	DOID:7147	ankylosing spondylitis	DOID:7147	ankylosing spondylitis	medi_lps
DB00201	Caffeine	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00201	Caffeine	DOID:8398	osteoarthritis	DOID:8398	osteoarthritis	predict
DB00201	Caffeine	DOID:9008	psoriatic arthritis	DOID:9008	psoriatic arthritis	medi_lps
DB00201	Caffeine	DOID:9074	systemic lupus erythematosus	DOID:9074	systemic lupus erythematosus	medi_lps
DB00203	Sildenafil	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00203	Sildenafil	DOID:10763	hypertension	DOID:10763	hypertension	ehrlink
DB00203	Sildenafil	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00203	Sildenafil	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00203	Sildenafil	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00203	Sildenafil	DOID:10763	hypertension	DOID:11130	secondary hypertension	medi_lps
DB00203	Sildenafil	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	ehrlink
DB00203	Sildenafil	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	medi_hps
DB00203	Sildenafil	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	ehrlink
DB00203	Sildenafil	DOID:418	systemic scleroderma	DOID:418	systemic scleroderma	ehrlink
DB00203	Sildenafil	DOID:9352	type 2 diabetes mellitus	DOID:9352	type 2 diabetes mellitus	medi_lps
DB00203	Sildenafil	DOID:9744	type 1 diabetes mellitus	DOID:9744	type 1 diabetes mellitus	ehrlink
