doid_code	drugbank_id	resource	drugbank_name	doid_name
DOID:0050152	DB00860	medi_lps	Prednisolone	aspiration pneumonia
DOID:0050152	DB00916	medi_lps	Metronidazole	aspiration pneumonia
DOID:0050152	DB00927	medi_lps	Famotidine	aspiration pneumonia
DOID:0050152	DB01053	medi_lps	Benzylpenicillin	aspiration pneumonia
DOID:0050156	DB00860	labeledin	Prednisolone	idiopathic pulmonary fibrosis
DOID:0050156	DB00860	medi_lps	Prednisolone	idiopathic pulmonary fibrosis
DOID:0050161	DB00035	medi_lps	Desmopressin	lower respiratory tract disease
DOID:0050161	DB00198	medi_hps	Oseltamivir	lower respiratory tract disease
DOID:0050161	DB00201	medi_lps	Caffeine	lower respiratory tract disease
DOID:0050161	DB00283	medi_lps	Clemastine	lower respiratory tract disease
DOID:0050161	DB00316	medi_lps	Acetaminophen	lower respiratory tract disease
DOID:0050161	DB00388	medi_lps	Phenylephrine	lower respiratory tract disease
DOID:0050161	DB00405	medi_lps	Dexbrompheniramine	lower respiratory tract disease
DOID:0050161	DB00427	medi_lps	Triprolidine	lower respiratory tract disease
DOID:0050161	DB00455	medi_hps	Loratadine	lower respiratory tract disease
DOID:0050161	DB00462	medi_hps	Methylscopolamine bromide	lower respiratory tract disease
DOID:0050161	DB00514	medi_lps	Dextromethorphan	lower respiratory tract disease
DOID:0050161	DB00558	medi_lps	Zanamivir	lower respiratory tract disease
DOID:0050161	DB00667	medi_lps	Histamine Phosphate	lower respiratory tract disease
DOID:0050161	DB00764	medi_lps	Mometasone	lower respiratory tract disease
DOID:0050161	DB00788	medi_lps	Naproxen	lower respiratory tract disease
DOID:0050161	DB00835	medi_lps	Brompheniramine	lower respiratory tract disease
DOID:0050161	DB00852	medi_hps	Pseudoephedrine	lower respiratory tract disease
DOID:0050161	DB00935	medi_hps	Oxymetazoline	lower respiratory tract disease
DOID:0050161	DB00945	medi_lps	Acetylsalicylic acid	lower respiratory tract disease
DOID:0050161	DB00956	medi_lps	Hydrocodone	lower respiratory tract disease
DOID:0050161	DB00967	medi_hps	Desloratadine	lower respiratory tract disease
DOID:0050161	DB00985	medi_hps	Dimenhydrinate	lower respiratory tract disease
DOID:0050161	DB01003	medi_lps	Cromoglicic acid	lower respiratory tract disease
DOID:0050161	DB01060	medi_lps	Amoxicillin	lower respiratory tract disease
DOID:0050161	DB01075	medi_hps	Diphenhydramine	lower respiratory tract disease
DOID:0050161	DB01114	medi_lps	Chlorphenamine	lower respiratory tract disease
DOID:0050161	DB01364	medi_hps	Ephedrine	lower respiratory tract disease
DOID:0050161	DB01390	medi_lps	Sodium bicarbonate	lower respiratory tract disease
DOID:0050161	DB01551	medi_lps	Dihydrocodeine	lower respiratory tract disease
DOID:0050161	DB03852	medi_lps	Eucalyptol	lower respiratory tract disease
DOID:0050161	DB05381	medi_lps	histamine dihydrochloride	lower respiratory tract disease
DOID:0050161	DB05891	medi_lps	HD-O	lower respiratory tract disease
DOID:0050161	DB06691	medi_lps	Mepyramine	lower respiratory tract disease
DOID:0050161	DB06711	medi_lps	Naphazoline	lower respiratory tract disease
DOID:0050161	DB08298	medi_lps	(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid	lower respiratory tract disease
DOID:0050175	DB00655	medi_lps	Estrone	tick-borne encephalitis
DOID:0050175	DB00783	medi_lps	Estradiol	tick-borne encephalitis
DOID:0050328	DB00279	labeledin	Liothyronine	congenital hypothyroidism
DOID:0050328	DB00279	medi_lps	Liothyronine	congenital hypothyroidism
DOID:0050328	DB00451	ehrlink	Levothyroxine	congenital hypothyroidism
DOID:0050328	DB00451	medi_hps	Levothyroxine	congenital hypothyroidism
DOID:0050328	DB00509	ehrlink	Dextrothyroxine	congenital hypothyroidism
DOID:0050328	DB00509	medi_hps	Dextrothyroxine	congenital hypothyroidism
DOID:0050328	DB01010	medi_lps	Edrophonium	congenital hypothyroidism
DOID:0050328	DB01583	ehrlink	Liotrix	congenital hypothyroidism
DOID:0050328	DB01583	labeledin	Liotrix	congenital hypothyroidism
DOID:0050328	DB01583	medi_hps	Liotrix	congenital hypothyroidism
DOID:0050387	DB00398	predict	Sorafenib	nonpapillary renal cell carcinoma
DOID:0050387	DB00441	predict	Gemcitabine	nonpapillary renal cell carcinoma
DOID:0050387	DB00530	predict	Erlotinib	nonpapillary renal cell carcinoma
DOID:0050387	DB00603	predict	Medroxyprogesterone Acetate	nonpapillary renal cell carcinoma
DOID:0050387	DB01005	predict	Hydroxyurea	nonpapillary renal cell carcinoma
DOID:0050387	DB01101	predict	Capecitabine	nonpapillary renal cell carcinoma
DOID:0050387	DB01268	predict	Sunitinib	nonpapillary renal cell carcinoma
DOID:0050387	DB01590	predict	Everolimus	nonpapillary renal cell carcinoma
DOID:0050387	DB06287	predict	Temsirolimus	nonpapillary renal cell carcinoma
DOID:0050424	DB00482	predict	Celecoxib	familial adenomatous polyposis
DOID:0050424	DB00605	predict	Sulindac	familial adenomatous polyposis
DOID:0050425	DB00190	predict	Carbidopa	restless legs syndrome
DOID:0050425	DB00193	predict	Tramadol	restless legs syndrome
DOID:0050425	DB00230	predict	Pregabalin	restless legs syndrome
DOID:0050425	DB00268	ehrlink	Ropinirole	restless legs syndrome
DOID:0050425	DB00268	labeledin	Ropinirole	restless legs syndrome
DOID:0050425	DB00268	medi_hps	Ropinirole	restless legs syndrome
DOID:0050425	DB00268	predict	Ropinirole	restless legs syndrome
DOID:0050425	DB00413	ehrlink	Pramipexole	restless legs syndrome
DOID:0050425	DB00413	labeledin	Pramipexole	restless legs syndrome
DOID:0050425	DB00413	medi_hps	Pramipexole	restless legs syndrome
DOID:0050425	DB00413	predict	Pramipexole	restless legs syndrome
DOID:0050425	DB00564	medi_hps	Carbamazepine	restless legs syndrome
DOID:0050425	DB00564	predict	Carbamazepine	restless legs syndrome
DOID:0050425	DB00575	medi_lps	Clonidine	restless legs syndrome
DOID:0050425	DB00575	predict	Clonidine	restless legs syndrome
DOID:0050425	DB00647	medi_lps	Dextropropoxyphene	restless legs syndrome
DOID:0050425	DB00829	medi_lps	Diazepam	restless legs syndrome
DOID:0050425	DB00988	medi_lps	Dopamine	restless legs syndrome
DOID:0050425	DB00996	ehrlink	Gabapentin	restless legs syndrome
DOID:0050425	DB00996	labeledin	Gabapentin	restless legs syndrome
DOID:0050425	DB00996	medi_lps	Gabapentin	restless legs syndrome
DOID:0050425	DB00996	predict	Gabapentin	restless legs syndrome
DOID:0050425	DB01068	ehrlink	Clonazepam	restless legs syndrome
DOID:0050425	DB01068	medi_hps	Clonazepam	restless legs syndrome
DOID:0050425	DB01068	predict	Clonazepam	restless legs syndrome
DOID:0050425	DB01186	medi_lps	Pergolide	restless legs syndrome
DOID:0050425	DB01235	medi_lps	L-DOPA	restless legs syndrome
DOID:0050425	DB01235	predict	L-DOPA	restless legs syndrome
DOID:0050425	DB01367	medi_lps	Rasagiline	restless legs syndrome
DOID:0050425	DB03894	medi_lps	N-Propargyl-1(S)-Aminoindan	restless legs syndrome
DOID:0050425	DB05271	medi_lps	Rotigotine	restless legs syndrome
DOID:0050432	DB00334	predict	Olanzapine	Asperger syndrome
DOID:0050432	DB00734	predict	Risperidone	Asperger syndrome
DOID:0050432	DB01255	predict	Lisdexamfetamine	Asperger syndrome
DOID:0050450	DB00328	predict	Indomethacin	Gitelman syndrome
DOID:0050453	DB00156	medi_lps	L-Threonine	lissencephaly
DOID:0050453	DB00368	medi_lps	Norepinephrine	lissencephaly
DOID:0050453	DB00851	medi_lps	Dacarbazine	lissencephaly
DOID:0050453	DB03700	medi_lps	D-Threonine	lissencephaly
DOID:0050475	DB00194	medi_lps	Vidarabine	Weill-Marchesani syndrome
DOID:0050475	DB00199	medi_lps	Erythromycin	Weill-Marchesani syndrome
DOID:0050475	DB00273	medi_lps	Topiramate	Weill-Marchesani syndrome
DOID:0050475	DB00347	medi_lps	Trimethadione	Weill-Marchesani syndrome
DOID:0050475	DB00349	medi_lps	Clobazam	Weill-Marchesani syndrome
DOID:0050475	DB00451	medi_lps	Levothyroxine	Weill-Marchesani syndrome
DOID:0050475	DB00509	medi_lps	Dextrothyroxine	Weill-Marchesani syndrome
DOID:0050475	DB00594	medi_lps	Amiloride	Weill-Marchesani syndrome
DOID:0050475	DB00620	medi_lps	Triamcinolone	Weill-Marchesani syndrome
DOID:0050475	DB00640	medi_lps	Adenosine	Weill-Marchesani syndrome
DOID:0050475	DB00727	medi_lps	Nitroglycerin	Weill-Marchesani syndrome
DOID:0050475	DB00794	medi_lps	Primidone	Weill-Marchesani syndrome
DOID:0050475	DB00921	medi_lps	Buprenorphine	Weill-Marchesani syndrome
DOID:0050475	DB00985	medi_lps	Dimenhydrinate	Weill-Marchesani syndrome
DOID:0050475	DB01010	medi_lps	Edrophonium	Weill-Marchesani syndrome
DOID:0050475	DB01075	medi_lps	Diphenhydramine	Weill-Marchesani syndrome
DOID:0050475	DB01583	medi_lps	Liotrix	Weill-Marchesani syndrome
DOID:0050475	DB03528	medi_lps	9-Beta-D-Xylofuranosyl-Adenine	Weill-Marchesani syndrome
DOID:0050475	DB06201	medi_lps	Rufinamide	Weill-Marchesani syndrome
DOID:0050475	DB06723	medi_lps	Aluminum hydroxide	Weill-Marchesani syndrome
DOID:0050489	DB00279	predict	Liothyronine	multinodular goiter
DOID:0050489	DB00451	predict	Levothyroxine	multinodular goiter
DOID:0050524	DB00222	predict	Glimepiride	maturity-onset diabetes of the young
DOID:0050524	DB00284	predict	Acarbose	maturity-onset diabetes of the young
DOID:0050524	DB00331	predict	Metformin	maturity-onset diabetes of the young
DOID:0050524	DB00412	predict	Rosiglitazone	maturity-onset diabetes of the young
DOID:0050524	DB00414	predict	Acetohexamide	maturity-onset diabetes of the young
DOID:0050524	DB00491	predict	Miglitol	maturity-onset diabetes of the young
DOID:0050524	DB00672	predict	Chlorpropamide	maturity-onset diabetes of the young
DOID:0050524	DB00731	predict	Nateglinide	maturity-onset diabetes of the young
DOID:0050524	DB00839	predict	Tolazamide	maturity-onset diabetes of the young
DOID:0050524	DB00912	predict	Repaglinide	maturity-onset diabetes of the young
DOID:0050524	DB01016	predict	Glyburide	maturity-onset diabetes of the young
DOID:0050524	DB01029	predict	Irbesartan	maturity-onset diabetes of the young
DOID:0050524	DB01067	predict	Glipizide	maturity-onset diabetes of the young
DOID:0050524	DB01124	predict	Tolbutamide	maturity-onset diabetes of the young
DOID:0050524	DB01132	predict	Pioglitazone	maturity-onset diabetes of the young
DOID:0050524	DB01261	predict	Sitagliptin	maturity-onset diabetes of the young
DOID:0050527	DB00627	ehrlink	Niacin	familial hypertriglyceridemia
DOID:0050535	DB00222	medi_lps	Glimepiride	exudative vitreoretinopathy
DOID:0050535	DB00693	medi_hps	Fluorescein	exudative vitreoretinopathy
DOID:0050535	DB00742	medi_lps	Mannitol	exudative vitreoretinopathy
DOID:0050535	DB00912	medi_lps	Repaglinide	exudative vitreoretinopathy
DOID:0050535	DB01067	medi_lps	Glipizide	exudative vitreoretinopathy
DOID:0050535	DB01076	medi_lps	Atorvastatin	exudative vitreoretinopathy
DOID:0050535	DB01197	medi_lps	Captopril	exudative vitreoretinopathy
DOID:0050535	DB01638	medi_lps	D-Sorbitol	exudative vitreoretinopathy
DOID:0050535	DB02032	medi_lps	1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid	exudative vitreoretinopathy
DOID:0050548	DB00316	predict	Acetaminophen	hereditary sensory neuropathy
DOID:0050548	DB00318	predict	Codeine	hereditary sensory neuropathy
DOID:0050548	DB00327	predict	Hydromorphone	hereditary sensory neuropathy
DOID:0050548	DB00388	predict	Phenylephrine	hereditary sensory neuropathy
DOID:0050548	DB00397	predict	Phenylpropanolamine	hereditary sensory neuropathy
DOID:0050548	DB00514	predict	Dextromethorphan	hereditary sensory neuropathy
DOID:0050548	DB00852	predict	Pseudoephedrine	hereditary sensory neuropathy
DOID:0050548	DB00868	predict	Benzonatate	hereditary sensory neuropathy
DOID:0050548	DB00907	predict	Cocaine	hereditary sensory neuropathy
DOID:0050548	DB00956	predict	Hydrocodone	hereditary sensory neuropathy
DOID:0050548	DB01069	predict	Promethazine	hereditary sensory neuropathy
DOID:0050548	DB01075	predict	Diphenhydramine	hereditary sensory neuropathy
DOID:0050548	DB01551	predict	Dihydrocodeine	hereditary sensory neuropathy
DOID:0050561	DB00829	ehrlink	Diazepam	Lennox-Gastaut syndrome
DOID:0050561	DB06201	ehrlink	Rufinamide	Lennox-Gastaut syndrome
DOID:0050589	DB00169	predict	Cholecalciferol	inflammatory bowel disease
DOID:0050589	DB00244	predict	Mesalazine	inflammatory bowel disease
DOID:0050589	DB00537	predict	Ciprofloxacin	inflammatory bowel disease
DOID:0050589	DB00795	predict	Sulfasalazine	inflammatory bowel disease
DOID:0050589	DB00993	predict	Azathioprine	inflammatory bowel disease
DOID:0050589	DB01014	predict	Balsalazide	inflammatory bowel disease
DOID:0050589	DB01033	predict	Mercaptopurine	inflammatory bowel disease
DOID:0050589	DB01222	predict	Budesonide	inflammatory bowel disease
DOID:0050596	DB00507	medi_lps	Nitazoxanide	taeniasis
DOID:0050597	DB01058	predict	Praziquantel	intestinal schistosomiasis
DOID:0050650	DB00204	predict	Dofetilide	familial atrial fibrillation
DOID:0050650	DB00264	predict	Metoprolol	familial atrial fibrillation
DOID:0050650	DB00308	predict	Ibutilide	familial atrial fibrillation
DOID:0050650	DB00343	predict	Diltiazem	familial atrial fibrillation
DOID:0050650	DB00390	predict	Digoxin	familial atrial fibrillation
DOID:0050650	DB00489	predict	Sotalol	familial atrial fibrillation
DOID:0050650	DB00575	predict	Clonidine	familial atrial fibrillation
DOID:0050650	DB00661	predict	Verapamil	familial atrial fibrillation
DOID:0050650	DB00682	predict	Warfarin	familial atrial fibrillation
DOID:0050650	DB00908	predict	Quinidine	familial atrial fibrillation
DOID:0050650	DB01035	predict	Procainamide	familial atrial fibrillation
DOID:0050650	DB01125	predict	Anisindione	familial atrial fibrillation
DOID:0050650	DB01136	predict	Carvedilol	familial atrial fibrillation
DOID:0050650	DB01182	predict	Propafenone	familial atrial fibrillation
DOID:0050650	DB01195	predict	Flecainide	familial atrial fibrillation
DOID:0050700	DB00390	ehrlink	Digoxin	cardiomyopathy
DOID:0050700	DB00421	ehrlink	Spironolactone	cardiomyopathy
DOID:0050700	DB00695	ehrlink	Furosemide	cardiomyopathy
DOID:0050700	DB00722	ehrlink	Lisinopril	cardiomyopathy
DOID:0050700	DB00945	ehrlink	Acetylsalicylic acid	cardiomyopathy
DOID:0050700	DB01275	ehrlink	Hydralazine	cardiomyopathy
DOID:0050709	DB00273	predict	Topiramate	Ohtahara syndrome
DOID:0050709	DB01080	predict	Vigabatrin	Ohtahara syndrome
DOID:0050741	DB00158	ehrlink	Folic Acid	alcohol dependence
DOID:0050741	DB00215	predict	Citalopram	alcohol dependence
DOID:0050741	DB00475	predict	Chlordiazepoxide	alcohol dependence
DOID:0050741	DB00659	predict	Acamprosate	alcohol dependence
DOID:0050741	DB00704	predict	Naltrexone	alcohol dependence
DOID:0050741	DB00822	predict	Disulfiram	alcohol dependence
DOID:0050741	DB00904	predict	Ondansetron	alcohol dependence
DOID:0050742	DB00184	ehrlink	Nicotine	nicotine dependence
DOID:0050742	DB00659	medi_lps	Acamprosate	nicotine dependence
DOID:0050742	DB01273	ehrlink	Varenicline	nicotine dependence
DOID:0050747	DB00291	medi_hps	Chlorambucil	lymphoplasmacytic lymphoma
DOID:0050747	DB00541	medi_lps	Vincristine	lymphoplasmacytic lymphoma
DOID:0050747	DB01042	medi_lps	Melphalan	lymphoplasmacytic lymphoma
DOID:0050753	DB00996	ehrlink	Gabapentin	cerebellar ataxia
DOID:0050753	DB05436	ehrlink	RK-0202	cerebellar ataxia
DOID:0050753	DB06151	ehrlink	Acetylcysteine	cerebellar ataxia
DOID:0050758	DB01390	ehrlink	Sodium bicarbonate	metabolic acidosis
DOID:0050763	DB01174	predict	Phenobarbital	ARC syndrome
DOID:0050771	DB00571	predict	Propranolol	phaeochromocytoma
DOID:0050771	DB00575	predict	Clonidine	phaeochromocytoma
DOID:0050771	DB00598	predict	Labetalol	phaeochromocytoma
DOID:0050771	DB00692	predict	Phentolamine	phaeochromocytoma
DOID:0050771	DB00765	predict	Metyrosine	phaeochromocytoma
DOID:0050771	DB00925	predict	Phenoxybenzamine	phaeochromocytoma
DOID:0050783	DB01204	medi_hps	Mitoxantrone	secondary progressive multiple sclerosis
DOID:0050784	DB01204	medi_hps	Mitoxantrone	primary progressive multiple sclerosis
DOID:0050785	DB01204	medi_hps	Mitoxantrone	progressive relapsing multiple sclerosis
DOID:0050801	DB01216	predict	Finasteride	androgenic alopecia
DOID:0050811	DB00240	medi_lps	Alclometasone	congenital adrenal hyperplasia
DOID:0050811	DB00421	medi_lps	Spironolactone	congenital adrenal hyperplasia
DOID:0050811	DB00443	medi_hps	Betamethasone	congenital adrenal hyperplasia
DOID:0050811	DB00620	medi_lps	Triamcinolone	congenital adrenal hyperplasia
DOID:0050811	DB00621	medi_lps	Oxandrolone	congenital adrenal hyperplasia
DOID:0050811	DB00624	medi_lps	Testosterone	congenital adrenal hyperplasia
DOID:0050811	DB00635	ehrlink	Prednisone	congenital adrenal hyperplasia
DOID:0050811	DB00635	medi_hps	Prednisone	congenital adrenal hyperplasia
DOID:0050811	DB00655	medi_lps	Estrone	congenital adrenal hyperplasia
DOID:0050811	DB00666	medi_lps	Nafarelin	congenital adrenal hyperplasia
DOID:0050811	DB00687	ehrlink	Fludrocortisone	congenital adrenal hyperplasia
DOID:0050811	DB00687	medi_hps	Fludrocortisone	congenital adrenal hyperplasia
DOID:0050811	DB00741	ehrlink	Hydrocortisone	congenital adrenal hyperplasia
DOID:0050811	DB00741	medi_hps	Hydrocortisone	congenital adrenal hyperplasia
DOID:0050811	DB00860	ehrlink	Prednisolone	congenital adrenal hyperplasia
DOID:0050811	DB00860	medi_hps	Prednisolone	congenital adrenal hyperplasia
DOID:0050811	DB00959	medi_lps	Methylprednisolone	congenital adrenal hyperplasia
DOID:0050811	DB01234	medi_hps	Dexamethasone	congenital adrenal hyperplasia
DOID:0050811	DB01420	medi_lps	Testosterone Propionate	congenital adrenal hyperplasia
DOID:0050811	DB03106	medi_lps	Myo-Inositol	congenital adrenal hyperplasia
DOID:0050811	DB06710	medi_lps	Methyltestosterone	congenital adrenal hyperplasia
DOID:0050811	DB07768	medi_lps	(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE	congenital adrenal hyperplasia
DOID:0050811	DB07886	ehrlink	(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione	congenital adrenal hyperplasia
DOID:0050811	DB07886	medi_hps	(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione	congenital adrenal hyperplasia
DOID:0050826	DB00253	medi_lps	Medrysone	tricuspid valve disease
DOID:0050826	DB00642	medi_lps	Pemetrexed	tricuspid valve disease
DOID:0050826	DB01590	medi_lps	Everolimus	tricuspid valve disease
DOID:0050834	DB00194	medi_lps	Vidarabine	CHARGE syndrome
DOID:0050834	DB00199	medi_lps	Erythromycin	CHARGE syndrome
DOID:0050834	DB00273	medi_lps	Topiramate	CHARGE syndrome
DOID:0050834	DB00347	medi_lps	Trimethadione	CHARGE syndrome
DOID:0050834	DB00349	medi_lps	Clobazam	CHARGE syndrome
DOID:0050834	DB00451	medi_lps	Levothyroxine	CHARGE syndrome
DOID:0050834	DB00509	medi_lps	Dextrothyroxine	CHARGE syndrome
DOID:0050834	DB00594	medi_lps	Amiloride	CHARGE syndrome
DOID:0050834	DB00620	medi_lps	Triamcinolone	CHARGE syndrome
DOID:0050834	DB00640	medi_lps	Adenosine	CHARGE syndrome
DOID:0050834	DB00727	medi_lps	Nitroglycerin	CHARGE syndrome
DOID:0050834	DB00794	medi_lps	Primidone	CHARGE syndrome
DOID:0050834	DB00921	medi_lps	Buprenorphine	CHARGE syndrome
DOID:0050834	DB00985	medi_lps	Dimenhydrinate	CHARGE syndrome
DOID:0050834	DB01010	medi_lps	Edrophonium	CHARGE syndrome
DOID:0050834	DB01075	medi_lps	Diphenhydramine	CHARGE syndrome
DOID:0050834	DB01583	medi_lps	Liotrix	CHARGE syndrome
DOID:0050834	DB03528	medi_lps	9-Beta-D-Xylofuranosyl-Adenine	CHARGE syndrome
DOID:0050834	DB06201	medi_lps	Rufinamide	CHARGE syndrome
DOID:0050834	DB06723	medi_lps	Aluminum hydroxide	CHARGE syndrome
DOID:0050835	DB00181	predict	Baclofen	generalized dystonia
DOID:0050835	DB00564	predict	Carbamazepine	generalized dystonia
DOID:0050840	DB00924	ehrlink	Cyclobenzaprine	cervical dystonia
DOID:0050848	DB00425	ehrlink	Zolpidem	obstructive sleep apnea
DOID:0050848	DB00745	ehrlink	Modafinil	obstructive sleep apnea
DOID:0050848	DB00745	medi_hps	Modafinil	obstructive sleep apnea
DOID:0050848	DB00745	predict	Modafinil	obstructive sleep apnea
DOID:0050848	DB05389	ehrlink	WF10	obstructive sleep apnea
DOID:0050881	DB00017	predict	Salmon Calcitonin	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050881	DB00282	predict	Pamidronate	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050881	DB00399	predict	Zoledronate	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050881	DB00630	predict	Alendronate	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050881	DB00884	predict	Risedronate	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050881	DB01133	predict	Tiludronate	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0060013	DB00437	predict	Allopurinol	gamma chain deficiency
DOID:0060013	DB00706	predict	Tamsulosin	gamma chain deficiency
DOID:0060013	DB00988	predict	Dopamine	gamma chain deficiency
DOID:0060013	DB04272	predict	Citric Acid	gamma chain deficiency
DOID:0060040	DB00741	medi_lps	Hydrocortisone	pervasive developmental disorder
DOID:0060040	DB00860	medi_lps	Prednisolone	pervasive developmental disorder
DOID:0060040	DB07886	medi_lps	(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione	pervasive developmental disorder
DOID:0060053	DB00230	ehrlink	Pregabalin	peripheral neuropathy
DOID:0060053	DB00321	ehrlink	Amitriptyline	peripheral neuropathy
DOID:0060053	DB00476	ehrlink	Duloxetine	peripheral neuropathy
DOID:0060053	DB00996	ehrlink	Gabapentin	peripheral neuropathy
DOID:0060055	DB00915	predict	Amantadine	popliteal pterygium syndrome
DOID:0060058	DB00188	medi_lps	Bortezomib	lymphoma
DOID:0060058	DB00242	medi_hps	Cladribine	lymphoma
DOID:0060058	DB00262	medi_hps	Carmustine	lymphoma
DOID:0060058	DB00291	medi_hps	Chlorambucil	lymphoma
DOID:0060058	DB00307	medi_hps	Bexarotene	lymphoma
