drug	disease	classification	notes	drug_url	disease_url
Apraclonidine	glaucoma			http://www.drugbank.ca/drugs/DB00964	http://www.disease-ontology.org/term/DOID%3A10283
Aprepitant	breast cancer			http://www.drugbank.ca/drugs/DB00673	http://www.disease-ontology.org/term/DOID%3A10283
Aprepitant	colon cancer			http://www.drugbank.ca/drugs/DB00673	http://www.disease-ontology.org/term/DOID%3A10283
Arformoterol	asthma			http://www.drugbank.ca/drugs/DB01274	http://www.disease-ontology.org/term/DOID%3A10283
Arformoterol	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB01274	http://www.disease-ontology.org/term/DOID%3A10283
Aripiprazole	autistic disorder			http://www.drugbank.ca/drugs/DB01238	http://www.disease-ontology.org/term/DOID%3A10283
Aripiprazole	bipolar disorder			http://www.drugbank.ca/drugs/DB01238	http://www.disease-ontology.org/term/DOID%3A10283
Aripiprazole	endogenous depression			http://www.drugbank.ca/drugs/DB01238	http://www.disease-ontology.org/term/DOID%3A10283
Aripiprazole	schizophrenia			http://www.drugbank.ca/drugs/DB01238	http://www.disease-ontology.org/term/DOID%3A10283
Artemether	malaria			http://www.drugbank.ca/drugs/DB06697	http://www.disease-ontology.org/term/DOID%3A10283
Atomoxetine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB00289	http://www.disease-ontology.org/term/DOID%3A10283
Atomoxetine	autistic disorder			http://www.drugbank.ca/drugs/DB00289	http://www.disease-ontology.org/term/DOID%3A10283
Atorvastatin	coronary artery disease			http://www.drugbank.ca/drugs/DB01076	http://www.disease-ontology.org/term/DOID%3A10283
Atorvastatin	hypertension			http://www.drugbank.ca/drugs/DB01076	http://www.disease-ontology.org/term/DOID%3A10283
Atorvastatin	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB01076	http://www.disease-ontology.org/term/DOID%3A10283
Atropine	Crohn's disease			http://www.drugbank.ca/drugs/DB00572	http://www.disease-ontology.org/term/DOID%3A10283
Atropine	Parkinson's disease			http://www.drugbank.ca/drugs/DB00572	http://www.disease-ontology.org/term/DOID%3A10283
Atropine	pancreatitis			http://www.drugbank.ca/drugs/DB00572	http://www.disease-ontology.org/term/DOID%3A10283
Auranofin	psoriatic arthritis			http://www.drugbank.ca/drugs/DB00995	http://www.disease-ontology.org/term/DOID%3A10283
Auranofin	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00995	http://www.disease-ontology.org/term/DOID%3A10283
Azathioprine	Crohn's disease			http://www.drugbank.ca/drugs/DB00993	http://www.disease-ontology.org/term/DOID%3A10283
Azathioprine	multiple sclerosis			http://www.drugbank.ca/drugs/DB00993	http://www.disease-ontology.org/term/DOID%3A10283
Azathioprine	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00993	http://www.disease-ontology.org/term/DOID%3A10283
Azathioprine	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00993	http://www.disease-ontology.org/term/DOID%3A10283
Azathioprine	systemic scleroderma			http://www.drugbank.ca/drugs/DB00993	http://www.disease-ontology.org/term/DOID%3A10283
Azathioprine	ulcerative colitis			http://www.drugbank.ca/drugs/DB00993	http://www.disease-ontology.org/term/DOID%3A10283
Baclofen	multiple sclerosis			http://www.drugbank.ca/drugs/DB00181	http://www.disease-ontology.org/term/DOID%3A10283
Balsalazide	Crohn's disease			http://www.drugbank.ca/drugs/DB01014	http://www.disease-ontology.org/term/DOID%3A10283
Balsalazide	ulcerative colitis			http://www.drugbank.ca/drugs/DB01014	http://www.disease-ontology.org/term/DOID%3A10283
Beclomethasone	asthma			http://www.drugbank.ca/drugs/DB00394	http://www.disease-ontology.org/term/DOID%3A10283
Beclomethasone	psoriasis			http://www.drugbank.ca/drugs/DB00394	http://www.disease-ontology.org/term/DOID%3A10283
Benazepril	hypertension			http://www.drugbank.ca/drugs/DB00542	http://www.disease-ontology.org/term/DOID%3A10283
Bendroflumethiazide	hypertension			http://www.drugbank.ca/drugs/DB00436	http://www.disease-ontology.org/term/DOID%3A10283
Benzatropine	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00245	http://www.disease-ontology.org/term/DOID%3A10283
Benzatropine	Parkinson's disease			http://www.drugbank.ca/drugs/DB00245	http://www.disease-ontology.org/term/DOID%3A10283
Benzatropine	autistic disorder			http://www.drugbank.ca/drugs/DB00245	http://www.disease-ontology.org/term/DOID%3A10283
Benzatropine	schizophrenia			http://www.drugbank.ca/drugs/DB00245	http://www.disease-ontology.org/term/DOID%3A10283
Benzphetamine	obesity			http://www.drugbank.ca/drugs/DB00865	http://www.disease-ontology.org/term/DOID%3A10283
Bepridil	hypertension			http://www.drugbank.ca/drugs/DB01244	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	allergic rhinitis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	anemia			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	asthma			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	atopic dermatitis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	brain cancer			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	breast cancer			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	colon cancer			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	hematologic cancer			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	hypertension			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	kidney cancer			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	multiple sclerosis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	prostate cancer			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	psoriasis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	psoriatic arthritis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betamethasone	ulcerative colitis			http://www.drugbank.ca/drugs/DB00443	http://www.disease-ontology.org/term/DOID%3A10283
Betaxolol	glaucoma			http://www.drugbank.ca/drugs/DB00195	http://www.disease-ontology.org/term/DOID%3A10283
Betaxolol	hypertension			http://www.drugbank.ca/drugs/DB00195	http://www.disease-ontology.org/term/DOID%3A10283
Bexarotene	hematologic cancer			http://www.drugbank.ca/drugs/DB00307	http://www.disease-ontology.org/term/DOID%3A10283
Bicalutamide	prostate cancer			http://www.drugbank.ca/drugs/DB01128	http://www.disease-ontology.org/term/DOID%3A10283
Bimatoprost	glaucoma			http://www.drugbank.ca/drugs/DB00905	http://www.disease-ontology.org/term/DOID%3A10283
Bimatoprost	hypertension			http://www.drugbank.ca/drugs/DB00905	http://www.disease-ontology.org/term/DOID%3A10283
Biperiden	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00810	http://www.disease-ontology.org/term/DOID%3A10283
Biperiden	Parkinson's disease			http://www.drugbank.ca/drugs/DB00810	http://www.disease-ontology.org/term/DOID%3A10283
Bismuth Subsalicylate	psoriasis			http://www.drugbank.ca/drugs/DB01294	http://www.disease-ontology.org/term/DOID%3A10283
Bleomycin	germ cell cancer			http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A10283
Bleomycin	hematologic cancer			http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A10283
Bleomycin	lymphatic system cancer			http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A10283
Bleomycin	melanoma			http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A10283
Bleomycin	skin cancer			http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A10283
Bleomycin	testicular cancer			http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A10283
Bortezomib	hematologic cancer			http://www.drugbank.ca/drugs/DB00188	http://www.disease-ontology.org/term/DOID%3A10283
Bosentan	hypertension			http://www.drugbank.ca/drugs/DB00559	http://www.disease-ontology.org/term/DOID%3A10283
Brimonidine	glaucoma			http://www.drugbank.ca/drugs/DB00484	http://www.disease-ontology.org/term/DOID%3A10283
Brimonidine	hypertension			http://www.drugbank.ca/drugs/DB00484	http://www.disease-ontology.org/term/DOID%3A10283
Brinzolamide	glaucoma			http://www.drugbank.ca/drugs/DB01194	http://www.disease-ontology.org/term/DOID%3A10283
Brinzolamide	hypertension			http://www.drugbank.ca/drugs/DB01194	http://www.disease-ontology.org/term/DOID%3A10283
Bromocriptine	Parkinson's disease			http://www.drugbank.ca/drugs/DB01200	http://www.disease-ontology.org/term/DOID%3A10283
Bromocriptine	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB01200	http://www.disease-ontology.org/term/DOID%3A10283
Budesonide	asthma			http://www.drugbank.ca/drugs/DB01222	http://www.disease-ontology.org/term/DOID%3A10283
Budesonide	ulcerative colitis			http://www.drugbank.ca/drugs/DB01222	http://www.disease-ontology.org/term/DOID%3A10283
Bumetanide	chronic kidney failure			http://www.drugbank.ca/drugs/DB00887	http://www.disease-ontology.org/term/DOID%3A10283
Bumetanide	hypertension			http://www.drugbank.ca/drugs/DB00887	http://www.disease-ontology.org/term/DOID%3A10283
Bupropion	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01156	http://www.disease-ontology.org/term/DOID%3A10283
Bupropion	obesity			http://www.drugbank.ca/drugs/DB01156	http://www.disease-ontology.org/term/DOID%3A10283
Bupropion	panic disorder			http://www.drugbank.ca/drugs/DB01156	http://www.disease-ontology.org/term/DOID%3A10283
Buspirone	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00490	http://www.disease-ontology.org/term/DOID%3A10283
Buspirone	panic disorder			http://www.drugbank.ca/drugs/DB00490	http://www.disease-ontology.org/term/DOID%3A10283
Busulfan	colon cancer			http://www.drugbank.ca/drugs/DB01008	http://www.disease-ontology.org/term/DOID%3A10283
Busulfan	hematologic cancer			http://www.drugbank.ca/drugs/DB01008	http://www.disease-ontology.org/term/DOID%3A10283
Butalbital	migraine			http://www.drugbank.ca/drugs/DB00241	http://www.disease-ontology.org/term/DOID%3A10283
Butenafine	psoriasis			http://www.drugbank.ca/drugs/DB01091	http://www.disease-ontology.org/term/DOID%3A10283
Cabazitaxel	prostate cancer			http://www.drugbank.ca/drugs/DB06772	http://www.disease-ontology.org/term/DOID%3A10283
Cabergoline	Parkinson's disease			http://www.drugbank.ca/drugs/DB00248	http://www.disease-ontology.org/term/DOID%3A10283
Caffeine	migraine			http://www.drugbank.ca/drugs/DB00201	http://www.disease-ontology.org/term/DOID%3A10283
Caffeine	osteoarthritis			http://www.drugbank.ca/drugs/DB00201	http://www.disease-ontology.org/term/DOID%3A10283
Calcipotriol	psoriasis			http://www.drugbank.ca/drugs/DB02300	http://www.disease-ontology.org/term/DOID%3A10283
Calcitriol	chronic kidney failure			http://www.drugbank.ca/drugs/DB00136	http://www.disease-ontology.org/term/DOID%3A10283
Calcitriol	osteoporosis			http://www.drugbank.ca/drugs/DB00136	http://www.disease-ontology.org/term/DOID%3A10283
Calcitriol	psoriasis			http://www.drugbank.ca/drugs/DB00136	http://www.disease-ontology.org/term/DOID%3A10283
Calcium Acetate	chronic kidney failure			http://www.drugbank.ca/drugs/DB00258	http://www.disease-ontology.org/term/DOID%3A10283
Calcium Acetate	osteoporosis			http://www.drugbank.ca/drugs/DB00258	http://www.disease-ontology.org/term/DOID%3A10283
Candesartan	hypertension			http://www.drugbank.ca/drugs/DB00796	http://www.disease-ontology.org/term/DOID%3A10283
Capecitabine	breast cancer			http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283
Capecitabine	colon cancer			http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283
Capecitabine	esophageal cancer			http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283
Capecitabine	kidney cancer			http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283
Capecitabine	prostate cancer			http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283
Capecitabine	stomach cancer			http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283
Captopril	coronary artery disease			http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A10283
Captopril	hypertension			http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A10283
Captopril	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A10283
Captopril	systemic scleroderma			http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A10283
Carbachol	glaucoma			http://www.drugbank.ca/drugs/DB00411	http://www.disease-ontology.org/term/DOID%3A10283
Carbamazepine	bipolar disorder			http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A10283
Carbamazepine	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A10283
Carbamazepine	multiple sclerosis			http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A10283
Carbamazepine	restless legs syndrome			http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A10283
Carbamazepine	schizophrenia			http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A10283
Carbidopa	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00190	http://www.disease-ontology.org/term/DOID%3A10283
Carbidopa	Parkinson's disease			http://www.drugbank.ca/drugs/DB00190	http://www.disease-ontology.org/term/DOID%3A10283
Carbidopa	restless legs syndrome			http://www.drugbank.ca/drugs/DB00190	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	bone cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	brain cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	breast cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	esophageal cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	ocular cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	ovarian cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	testicular cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carboplatin	uterine cancer			http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A10283
Carmustine	brain cancer			http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A10283
Carmustine	hematologic cancer			http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A10283
Carmustine	lymphatic system cancer			http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A10283
Carmustine	malignant glioma			http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A10283
Carmustine	melanoma			http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A10283
Carmustine	skin cancer			http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A10283
Carteolol	glaucoma			http://www.drugbank.ca/drugs/DB00521	http://www.disease-ontology.org/term/DOID%3A10283
Carteolol	hypertension			http://www.drugbank.ca/drugs/DB00521	http://www.disease-ontology.org/term/DOID%3A10283
Carvedilol	hypertension			http://www.drugbank.ca/drugs/DB01136	http://www.disease-ontology.org/term/DOID%3A10283
Cefdinir	allergic rhinitis			http://www.drugbank.ca/drugs/DB00535	http://www.disease-ontology.org/term/DOID%3A10283
Cefdinir	asthma			http://www.drugbank.ca/drugs/DB00535	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	colon cancer			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	hematologic cancer			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	kidney cancer			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	osteoarthritis			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	prostate cancer			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Celecoxib	systemic scleroderma			http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A10283
Cephalexin	chronic kidney failure			http://www.drugbank.ca/drugs/DB00567	http://www.disease-ontology.org/term/DOID%3A10283
Cetirizine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00341	http://www.disease-ontology.org/term/DOID%3A10283
Chenodeoxycholic acid	primary biliary cirrhosis			http://www.drugbank.ca/drugs/DB06777	http://www.disease-ontology.org/term/DOID%3A10283
Chlorambucil	breast cancer			http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A10283
Chlorambucil	hematologic cancer			http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A10283
Chlorambucil	ovarian cancer			http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A10283
Chlorambucil	testicular cancer			http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A10283
Chlordiazepoxide	alcohol dependence			http://www.drugbank.ca/drugs/DB00475	http://www.disease-ontology.org/term/DOID%3A10283
Chlorothiazide	hypertension			http://www.drugbank.ca/drugs/DB00880	http://www.disease-ontology.org/term/DOID%3A10283
Chlorpromazine	bipolar disorder			http://www.drugbank.ca/drugs/DB00477	http://www.disease-ontology.org/term/DOID%3A10283
Chlorpromazine	conduct disorder			http://www.drugbank.ca/drugs/DB00477	http://www.disease-ontology.org/term/DOID%3A10283
Chlorpromazine	schizophrenia			http://www.drugbank.ca/drugs/DB00477	http://www.disease-ontology.org/term/DOID%3A10283
Chlorpropamide	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB00672	http://www.disease-ontology.org/term/DOID%3A10283
Chlorthalidone	hypertension			http://www.drugbank.ca/drugs/DB00310	http://www.disease-ontology.org/term/DOID%3A10283
Cholecalciferol	chronic kidney failure			http://www.drugbank.ca/drugs/DB00169	http://www.disease-ontology.org/term/DOID%3A10283
Cholecalciferol	osteoporosis			http://www.drugbank.ca/drugs/DB00169	http://www.disease-ontology.org/term/DOID%3A10283
Cholecalciferol	psoriasis			http://www.drugbank.ca/drugs/DB00169	http://www.disease-ontology.org/term/DOID%3A10283
Cholecalciferol	ulcerative colitis			http://www.drugbank.ca/drugs/DB00169	http://www.disease-ontology.org/term/DOID%3A10283
Choline	osteoarthritis			http://www.drugbank.ca/drugs/DB00122	http://www.disease-ontology.org/term/DOID%3A10283
Choline	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00122	http://www.disease-ontology.org/term/DOID%3A10283
Ciclesonide	asthma			http://www.drugbank.ca/drugs/DB01410	http://www.disease-ontology.org/term/DOID%3A10283
